screen_name,day,text,month,party,topics,triggering_event,analytical_notes,likely_context
NirBarkat,03/11/2021,החברה הישראלית לא תסלח לממשלה על התקציב הזה שהוא פשע חברתי כלכלי.   צפו בדבריי מעל בימת הכנסת &gt;&gt; https://t.co/TkClLJW1CV,Nov-21,Likud,economy,,,Israeli politics - 11/2021
itamarbengvir,04/11/2021,"יום שחור למדינה היהודית, יום ניצחון לאחים המוסלמים, אבל אנחנו נמשיך להאבק(גם בחמש וחצי לפנות בוקר- בעשר תתחדש ההצבעה על תקציב 2022) עד שנשלח את הממשלה הרעה הזאת הביתה! https://t.co/RXyrVzq6E4",Nov-21,Religious Zionism,"economy, identity",State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
yoavgallant,04/11/2021,"לאור הסחטנות של רע״מ בתקציב, הממשלה החליטה להקים 3 ישובים לבדואים. זו מכירת חיסול של הנגב לרע״מ בסתירה לחזון הציוני.  הפשיעה הבדואית בנגב מתעצמת, ההרתעה באמצעות המשטרה נשחקת, וההדרדרות - נמשכת.  בנט ולפיד, עד מתי? אתם שומרים על רע״מ הם שומרים לכם על הכיסא, והמדינה מאבדת את הנגב. https://t.co/vcJPegmYkh",Nov-21,Likud,"delegitimization, economy, terror_framing",State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
regev_miri,04/11/2021,אנחנו נמשיך לזעוק את זעקת העם ואתם תמשיכו לעבוד אצל עבאס והחמאס.  #הציבור_רואה_לכם https://t.co/POm4zfMK9A,Nov-21,Likud,terror_framing,State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
Israel_katz,04/11/2021,"מלחמת חפירות במליאת הכנסת מול קואליציה רובוטית צייתנית וכנועה של 61 קולות,שחבריה פוחדים לנשום פן התקציב יפול ויושלכו למפגש עם ציבור הבוחרים אותו רימו ונטשו . אף נושא רגיש לא גורם להם לחשיבה מחדש . אטימות מוחלטת .",Nov-21,Likud,economy,State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
bezalelsm,04/11/2021,"עוד ועוד עובדות ואקדחים מעשנים מתגלים ומוכיחים כמה צדקנו בהתנגדות הנחושה שלנו מראשית הדרך להקמת ממשלה שתישען על תומכי הטרור האנטי ציוניים בתנועה האיסלמית ומפלגתה. רק עיוורים מופקרים וחסרי אחריות, שהשנאה ותאוות השררה קלקלו אצלם את השורה, יכולים היו להקים איתם ממשלה. פשע שלא יסולח. https://t.co/UUnvUNSQ9q",Nov-21,Religious Zionism,terror_framing,State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
shlomo_karhi,04/11/2021,נצחון האור על החושך... כשעמדה מלכות בנט וקריב הרשעה על עמך ישראל לשכחם תורתך ולהעבירם מחוקי רצונך...  בשיבת ציון עלינו לכאן מארבע כנפות הארץ למדינה יהודית ולא למדינת כל אזרחיה.  מי לה' אליי!! https://t.co/7fp8rDvQMi,Nov-21,Likud,identity,State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
elicoh1,04/11/2021,"אזהרת צפייה- פייק ניוז במליאת הכנסת. לפיד- אתה שקרן! היום הצעתי במליאה להוריד את כל ההסתייגויות בתמורה להעלאת שכר החיילים. ראו את תגובתו של לפיד השקרן, שיודע טוב מאוד שבשנת 2017 העלנו את שכר חיילי החובה ב 50%. אבל מה אפשר כבר לצפות ממשלה שקמה בשקר? צפו ושתפו! https://t.co/denTrYgfSe",Nov-21,Likud,"betrayal, economy, security",State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
shlomo_karhi,04/11/2021,"כמה קל לשבע להחליט בשביל הרעב, מה יאכל, ישתה או יקנה. ומי שמטיפה להם זו לא אחרת מאשר השרה ל""שיוויון חברתי"". פשוט אין להם בושה!  אומנם לא הצלחנו בקרב אבל ננצח בעז""ה במלחמה. העם מתנגד לממשלה הרעה הזו. https://t.co/xciciCdzPm",Nov-21,Likud,,State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
bezalelsm,04/11/2021,"אז אני מבין שכל בכירי מערכת המשפט בעבר ובהווה התכנסו להם היום בבועה שלהם בחיפה, ביכו מרה את אבדן אמון הציבור בהם, הפנו אצבע מאשימה לכל העולם ואישתו, ולא חשבו אפילו לרגע קט להסתכל פנימה במבט ביקורתי ולשאול את עצמם מה חלקם בזה. כמה אופייני ככה הרסני. נתקן בע""ה בקרוב כשנחזור לשלטון.",Nov-21,Religious Zionism,judicial,State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
bezalelsm,04/11/2021,"צודק נשיאנו היקר. מדינה שמערכת המשפט שלה אינה זוכה לאמון הציבור - היא מדינה אשר היסודות שלה מעורערים. לכן קריטי לערוך טיפול שורש במערכת המשפט המקולקלת שלנו, לתקן אותה ולנקות את אורוותיה, ולהפוך אותה לראויה שוב לאמון הציבור. עלינו. בעזרת השם. https://t.co/SRDLkIPtB4",Nov-21,Religious Zionism,judicial,State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
elicoh1,04/11/2021,RT @elicoh1: אזהרת צפייה- פייק ניוז במליאת הכנסת. לפיד- אתה שקרן! היום הצעתי במליאה להוריד את כל ההסתייגויות בתמורה להעלאת שכר החיילים. ראו…,Nov-21,Likud,"betrayal, security",State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
NirBarkat,04/11/2021,"תקציב המדינה חסר החזון, מתעדף את מרכז הארץ באופן בולט ומייבש את הפריפריה. הממשלה מוותרת על כל מה שמחוץ לגוש דן. זו תהיה בכייה לדורות. צפו בדברים שאמרתי במליאת הכנסת &gt;&gt; https://t.co/3R0ETuv6ZH",Nov-21,Likud,economy,State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
netanyahu,04/11/2021,"אין גבול לאטימות הלב של הממשלה הרעה הזאת. גלית - חיבוק גדול מכולנו. עם ישראל אוהב אותך, וזה מה שחשוב באמת. https://t.co/JhkStGDNha",Nov-21,Likud,,State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
netanyahu,04/11/2021,RT @elicoh1: אזהרת צפייה- פייק ניוז במליאת הכנסת. לפיד- אתה שקרן! היום הצעתי במליאה להוריד את כל ההסתייגויות בתמורה להעלאת שכר החיילים. ראו…,Nov-21,Likud,"betrayal, security",State budget passes final reading (61-59),Major coalition victory; Netanyahu fails to peel off defectors,Israeli politics - 11/2021
bezalelsm,05/11/2021,"נערים יוצאים למחות נגד מותו של חברם עקב אלימות משטרתית ונתקלים שוב באלימות משטרתית ברוטלית וחסרת מעצורים שלא מופעלת כמעט מול אף מגזר אחר. מה בדיוק אתם חושבים שזה עושה להם ולתפיסה שלהם את המשטרה ואת החוק?! עזבו חוק ונהלים שמופרים כאן ברגל גסה, איפה השכל של קברניטי המשטרה?! https://t.co/puMPhymYDC",Nov-21,Religious Zionism,police,2022 budget passes; 600+ votes in marathon session,Coalition stabilized by budget passage,Israeli politics - 11/2021
shlomo_karhi,05/11/2021,"תם הטקס? זוהי רק ההתחלה...  ממשלת ההונאה הצליחה להעביר תקציב פוגעני נגד החלשים ונגד היהדות ונגד צביונה היהודי של המדינה, כשבדרך היא רומסת גם את מה שנשאר מהדמוקרטיה אחרי השתלטות הבג""צ.  המאבק שלנו נגדה נמצא רק בתחילתו, עד שתיפול בקרוב מאוד בעזרת ה'.  בתמונה: לבן הארמי וחבר מרעיו. https://t.co/yAqdPblPKH",Nov-21,Likud,"delegitimization, identity, judicial",2022 budget passes; 600+ votes in marathon session,Coalition stabilized by budget passage,Israeli politics - 11/2021
shlomo_karhi,05/11/2021,"RT @shlomo_karhi: תם הטקס? זוהי רק ההתחלה...  ממשלת ההונאה הצליחה להעביר תקציב פוגעני נגד החלשים ונגד היהדות ונגד צביונה היהודי של המדינה,…",Nov-21,Likud,"delegitimization, economy, identity",2022 budget passes; 600+ votes in marathon session,Coalition stabilized by budget passage,Israeli politics - 11/2021
Israel_katz,05/11/2021,"מנסור עבאס, ראש הזרוע הפוליטית של התנועה האיסלמית בישראל,איש האחים המוסלמים ומקבילו של איסמעיל הניה בעזה, ניצל את השנאה והפילוג בקרב היהודים וכבש את ממשלת ישראל ללא קרב .כולם מתפארים בנצחונות והוא מגחך ושולט .",Nov-21,Likud,terror_framing,2022 budget passes; 600+ votes in marathon session,Coalition stabilized by budget passage,Israeli politics - 11/2021
itamarbengvir,05/11/2021,"לפנות בוקר אושר תקציב המדינה לשנת 2022. תקציב אנטי חברתי שנותן 53 מיליארד ש""ח לתנועה האיסלאמית על חשבון השכבות החלשות ותושבי הפריפריה, רק כדי להבטיח שרידות פוליטית של בנט ולפיד. בכל פעם שתרגישו את הפגיעה בכיס, הביטו בתמונה ותזכרו מי האחראים לזה. https://t.co/jK5WEh18Nf",Nov-21,Religious Zionism,economy,2022 budget passes; 600+ votes in marathon session,Coalition stabilized by budget passage,Israeli politics - 11/2021
shlomo_karhi,05/11/2021,"""הקול קול יעקב והידים ידי עשו""  הממשלה הרעה שקמה על יסודות של שנאה, הסתה והחרמת חצי מהעם, הוציאה השבוע לפועל את משנתו של עשו. גזרות על לומדי התורה, פגיעה בחלשים וקעקוע יסודות הכשרות ומסורת ישראל סבא  קולו של יעקב לא ייפסק. עם הנצח לא מפחד מדרך ארוכה  לפוסט:https://t.co/JvyOODCrFp https://t.co/6P8vt4zfwh",Nov-21,Likud,identity,2022 budget passes; 600+ votes in marathon session,Coalition stabilized by budget passage,Israeli politics - 11/2021
YoavKisch,05/11/2021,"מה היה קורה אם ממשלת נתניהו-גנץ היתה מעבירה את אותו תקציב בדיוק, אבל בדיוק? האם המסר האחיד והמברך היה נשאר? או שהיינו שומעים על אותו תקציב: גזרות, תקציב דורסני, בלי חמלה לחלשים, דורס את הפריפריה, ללא צמיחה וללא בשורה, מיסים, הציבור ישלם... אפס מהות בתקשורת. תקשורת צבועה ושקרנית.",Nov-21,Likud,"betrayal, economy, media",2022 budget passes; 600+ votes in marathon session,Coalition stabilized by budget passage,Israeli politics - 11/2021
OfirKatzMK,06/11/2021,"אנשי הימין, שלא תיפול רוחכם! במשך שבועות נלחמנו בוועדות בתקציב הגזירות. הצלחתי למזער נזקים ולדאוג ל- 13 מיליון ₪ לבתי חולים בפריפריה, לפטור ממס הגודש לנבדקים מהפריפריה ועוד, אבל הקואליציה הייתה נחושה לתת מיליארדים לעבאס על חשבון החיילים ומשלם המיסים. אל ייאוש- נאבק עד שהם יפלו https://t.co/44wfj9AjRG",Nov-21,Likud,"economy, security",,,Israeli politics - 11/2021
netanyahu,06/11/2021,"RT @Likud_Party: אחרי העברת התקציב הרע של בנט ולפיד - שמעלה מחירים, מטיל מיסים ומעביר עשרות מיליארדי שקלים מאזרחי ישראל לתנועה האיסלמית - ג…",Nov-21,Likud,"economy, terror_framing",,,Israeli politics - 11/2021
itamarbengvir,06/11/2021,"אין גבול לציניות ולצביעות, בנט מדבר על אובדן המשילות בנגב, שישה חודשים מאז קום ממשלת בנט הנגב מופקר! אין דין ואין דיין, בימים האלה אין מלך בישראל. https://t.co/1kZBKgvXRm",Nov-21,Religious Zionism,"delegitimization, exclusion, governance",,,Israeli politics - 11/2021
GolanMay,06/11/2021,"עוד הוכחה לתקציב האנטי חברתי שעבר בכנסת שלשום; הממשלה לא מצאה לנכון לתקצב בכמה מיליוני ש""ח (שגם ככה חוזרים כל שנה לקופת המדינה מתוך תקצוב ההזנה לנוער בסיכון) ארוחה יומית לתלמידים רעבים-על בסיס הצ""ח שהגשתי ונפלה בגלל חברי הקואליציה ובגלל אינטרסים פוליטיים קטנים ועלובים.  תודה בנט! https://t.co/FmbfoJCT3w",Nov-21,Likud,economy,,,Israeli politics - 11/2021
michalwoldiger,06/11/2021,"ממשלת היחצ מנסה בקמפיין שלה ובמסיבות העיתונאים, לשכנע את הציבור שהתקציב טוב, שקיומה טוב, שהגיע השלום לעולם, שחדי קרן רצים ברחובות והעצים מצמיחים כסף. כמה חבל שעל כל הפרסום והחיבוק העצמי הזה - בסוף אנחנו משלמים בריבית דריבית. הממשלה הרעה הזו תיפול!",Nov-21,Religious Zionism,"economy, media",,,Israeli politics - 11/2021
bezalelsm,07/11/2021,"אז לשיטתו של עומר בר לב יש אזרחים שלמשטרה מותר להרוג והמוות שלהם לא מצדיק אפילו חקירה. שמעתם טוב, אפילו לא חקירה שתוודא מה בדיוק קרה שם. במדינה מתוקנת שר לבט""פ שחושב ואומר דבר כזה היה מתפטר עוד היום. אבל מדובר בנער גבעות אז התקשורת תדפדף הלאה. לא אנחנו. לא נרפה עד שייעשה צדק. https://t.co/8ZAf2qfBP5",Nov-21,Religious Zionism,"media, police",,,Israeli politics - 11/2021
oritstrock,07/11/2021,"החלטה שגוזרת עוד חורף קשה ל 25,000 מתיישבים, בהם 12,000 ילדים.  הרכב ו. השרים מאפשר רוב ברור בעד החוק, לכן הדחיה מוכיחה כמה הממשלה שבויה בידי הערבים והשמאל. עוד כתם של חרפה על הממשלה, שמפנה עורף לטובי בנינו, ובמקביל ומלבינה 100 אלף מבנים בלתי חוקיים רק משום שהם שייכים לערבים. https://t.co/DK1Ly9zJgn",Nov-21,Religious Zionism,,,,Israeli politics - 11/2021
shlomo_karhi,07/11/2021,"הממשלה התנגדה לחוק שלי למתן עדיפות למשרתי צבא ושירות לאומי/אזרחי בקבלה לשירות המדינה ולהשכלה הגבוהה.  לא יעלה על הדעת שצעיר מתנועת האחים המוסלמים יזכה לעדיפות בקבלה לאוניברסיטה על פני לוחם קרבי עולה חדש מהפריפריה. צר לי שהממשלה הרעה הזו, שוב בחרה במתנגדי המדינה על פני משרתיה. https://t.co/J8VQ2WjCwV",Nov-21,Likud,,,,Israeli politics - 11/2021
oritstrock,07/11/2021,"מעונות לילדי אברכים לומדי-תורה: הגשת עמדת המדינה לבג""צ נדחתה ל 20:00. עד אז נדע: האם יש בממשלה מי שמעריך את לומדי התורה ונלחם בעדם? או שכולם נכנעו לשיטת ליברמן-לפיד, ומסכימים לירוק בפניהן של משפחות שרק אתמול ביקשו את קולן בקלפי https://t.co/8JBXrNuXDL",Nov-21,Religious Zionism,"economy, identity, judicial",,,Israeli politics - 11/2021
itamarbengvir,07/11/2021,"RT @ayeletlash9: עשרות פורעים ערבים שורפים רכבים של יהודים, שורפים בקבוקי תבערה לחלונות בתי יהודים, מתועדים במצלמות אבטחה&gt;&gt; התיקים נגדם נסג…",Nov-21,Religious Zionism,,,,Israeli politics - 11/2021
bezalelsm,07/11/2021,"השמאל אלוף בלסכסך ולשסות  אוכלוסיות בישראל אחת בשניה. דעו לכם, אנשי הגליל והנגב, אנשי הגולן והערבה, אנשי יהודה שומרון ועוטף עזה. כולכם אהובים. ההתיישבות כולה חשובה כערך, כשנחזור לשלטון לא נסכסך ביניכם ולא נשקיע באחד על חשבון השני.  אומרים די לממשלת השיסוי. https://t.co/1rL0DjDcI3",Nov-21,Religious Zionism,"delegitimization, exclusion, security",,,Israeli politics - 11/2021
yoavgallant,08/11/2021,"עוקב אחר הדיון על הדיור הציבורי.  מקווה ששר הבינוי והשיכון יעצור את הפינויים האכזריים כעת, בניגוד למצב בתקופתי בו לא פונתה אף משפחה. מציע לאנשי המשרד להפסיק את השקרים - בתקופתנו נרכשו ונבנו 5000 דירות - תדאגו לחלשים בחברה וכבדו את מי שעשה זאת בעבר, כפי שעושה בנחישות ח״כ ביטון.",Nov-21,Likud,betrayal,,,Israeli politics - 11/2021
oritstrock,08/11/2021,"תודה ינון על ההבהרה החשובה הזו! ממשלה שמסדירה מאות אלפי בתים ערבים, ונוטשת את ההתיישבות הצעירה ביו""ש - זו ממשלת חרפה לאומית! https://t.co/wHjcKJU7Ze",Nov-21,Religious Zionism,,,,Israeli politics - 11/2021
netanyahu,08/11/2021,"חברת כנסת מ״ימינה״ קראה לח״כ עמיחי שיקלי ״וירוס״. חבל שה״וירוס״ הזה לא מדבק, כי שיקלי הוא היחיד מ״ימינה״ שנשאר נאמן להבטחות שלהם לאזרחי ישראל. https://t.co/R0sry0yoZC",Nov-21,Likud,,,,Israeli politics - 11/2021
netanyahu,08/11/2021,"במשך שנים אנחנו נאבקים נגד עלילות שקריות נגד הימין שנועדו להכתים ציבור שלם. והנה יו״ר הקואליציה עידית סילמן מגיעה ומספרת סיפור שייתכן מאוד שלא היה ולא נברא, במטרה להכפיש ציבור שלם.  תתכבד גברת סילמן ותספק הוכחות לאירוע שאותו היא תיארה, או שתתנצל מייד בפני 2 מיליון אזרחים שהכפישה! https://t.co/bSzRs1jDjP",Nov-21,Likud,betrayal,,,Israeli politics - 11/2021
netanyahu,08/11/2021,שמעתי שיאיר לפיד נזכר לדבר היום נגד הסתה. חבל שהוא והשמאל התעלמו מאינספור אירועי ההסתה לרצח נגדי ונגד הימין. https://t.co/estBTOOujN,Nov-21,Likud,,,,Israeli politics - 11/2021
shitrit_keti,08/11/2021,"ממשלת השטיח המעופף, הנורמלים שבאים מהמקום הנכון, הם הכי עצלנים, נהנתנים, וחוצפנים!  בושה וחרפה! https://t.co/wN2mYeyx7L",Nov-21,Likud,,,,Israeli politics - 11/2021
itamarbengvir,08/11/2021,"הגעתי אמש לגדר המערכת סמוך לקלקיליה, ונדהמתי לראות את ההפקרות בשטח. הכול פרוץ, הכל פתוח, ומידי יום מסתננים אלפי שבח""ים לארץ באין מפריע, ותושבי קרני שומרון ואלפי מנשה סובלים. נדרוש תשובות מנציגי המנהל האזרחי להבין מדוע הפרצות שידועות לכולם לא נסגרות. https://t.co/qxz43wpZV9",Nov-21,Religious Zionism,"covid, governance, immigration",,,Israeli politics - 11/2021
GolanMay,08/11/2021,"שני שרים שנמצאים במצב טיסה תמידי. מה להם ולקבינט הקורונה?! צריכים להספיק לשופינג. אפילו צדיק בסדום אין בממשלת הזדון הזו! מי שחייב לקבל פטור הם אזרחי ישראל מהממשלה היהירה והרעה הזו, כי אם בכותרת היה כתוב אמסלם  ורגב האולפנים היו רוטטים מבוקר עד לילה. אין גבול לצביעות והניתוק שלה✈️ https://t.co/2m5trnbXRI",Nov-21,Likud,covid,,,Israeli politics - 11/2021
bezalelsm,08/11/2021,"לא יודע מה יותר חמור: שבנט פעל אקטיבית, בידיים, כדי לסכל השבת נכסים גזולים בירושלים לידי בעליהם היהודים או שהיועמ""ש נכנע ללחצים האלה. שניהם עושים את זה רק כדי לשמר את שרידות ממשלת השמאל שתלויה באנשי התנועה האיסלמית וטובה להם, איש איש ושיקוליו. ולעזאזל ציונות, התיישבות וחוק. https://t.co/zHGyktzUYW",Nov-21,Religious Zionism,"delegitimization, identity, terror_framing",,,Israeli politics - 11/2021
shitrit_keti,08/11/2021,"בנט, אתה אמנם לא מסוגל להסתכל לי בעיניים כי נהיית שחצן ואתה חי בסרט, אבל אני מסתכלת לך בעיניים ואומרת לך: אם הממשלה שלך תמשיך לשרת את האינטרס הפלסטיני אתה תיזכר לדיראון עולם כמי שהפקיר את מדינת ישראל ואת בטחון עם ישראל. https://t.co/U3mK2Knjsg",Nov-21,Likud,,,,Israeli politics - 11/2021
netanyahu,08/11/2021,"אנחנו נאלץ לשלם עוד שנים ארוכות את מחיר הכניעה של בנט לרע״מ - עשרות מיליארדים, מהכסף של אזרחי ישראל, שאף אחד לא יודע לאן הם הולכים https://t.co/MDEMIcDbEQ",Nov-21,Likud,"economy, terror_framing",,,Israeli politics - 11/2021
Israel_katz,08/11/2021,"חברת שסטוביץ הודיעה היום לרשתות  השיווק על כוונה לייקר בעשרות אחוזים את מחירי מוצרי הקוסמטיקה והמזון. התקציב עבר והמסכות מוסרות. במקום לטפל ביוקר המחיה, הממשלה מטילה מיסים ומעבירה מיליארדים לעבאס, ואזרחי ישראל ישלמו את המחיר.",Nov-21,Likud,economy,,,Israeli politics - 11/2021
bezalelsm,09/11/2021,"מי שאמור לעמוד לדין בתיק הזה אלו רשויות האכיפה שנכשלות במשך שנים בלספק ביטחון אישי ורכושי מינימלי לאזרחי ישראל, ולא אזרח תמים שנקלע לסיטואציה בלתי אפשרית ועמד להגן על נפשו ורכושו. אריה שיף לא אמור לשבת יום אחד בכלא הרדיפה שמנהלת נגדו הפרקליטות היא בושה ואות קלון למדינת ישראל. https://t.co/eiJXcIALfX",Nov-21,Religious Zionism,"governance, identity, security",,,Israeli politics - 11/2021
regev_miri,09/11/2021,"איילת, מהטוויטר אפשר למחוק אבל אי אפשר למחוק את המתים מהקורונה. אתם פייק ממשלה, שפעם אחר פעם חושפים את הניתוק שלכם מהציבור.  #ביזיון. https://t.co/ROxiAFALmN",Nov-21,Likud,covid,,,Israeli politics - 11/2021
bezalelsm,09/11/2021,"יש שופטת בבאר שבע. תודה לבית המשפט בבאר שבע שהציל קצת את הכבוד הלאומי שלנו ואת השכל הישר. בושה לפרקליטות. גם תשעה חודשי עבודות שרות אריה שיף לא היה אמור לקבל, אבל מול 4 שנות מאסר שדרשה הפרקליטות יש כאן נקודת אור. https://t.co/qrjDNmPcJr",Nov-21,Religious Zionism,"ag, judicial",,,Israeli politics - 11/2021
bezalelsm,09/11/2021,אז השותף הבכיר של בנט ושקד קורא לשירותי הרווחה להוציא את ילדי המתיישבים מהוריהם ולשלוח אותם למשפחות אומנה בתחומי ישראל הקטנה. שמאלנים מטורללים בשולי המחנה תמיד היו. בנט ושותפיו הפכו אותם ואת עמדותיהם ההזויות למרכז קבלת ההחלטות וההנהגה במדינת ישראל. תודה נפתלי. תודה איילת. https://t.co/ccIyCM5ln2,Nov-21,Religious Zionism,,,,Israeli politics - 11/2021
oritstrock,09/11/2021,"לפשיעה החקלאית מגיע ""שלחן עגול"" כמו שהממשלה נותנת לפשיעה במגזר הערבי, ויותר!! לא יתכן שהממשלה תשקיע מאמץ מרוכז להגן על תושבי טובא זנגריא מפני ששכניהם בישוב, ולא תשקיע את אותו מאמץ, ויותר מכך, להגן על חקלאי מטולה מפני הפושעים מטובא זנגריא.  למרבה הבושה זה המצב. ואותו חייבים לתקן https://t.co/aA6babiZq4",Nov-21,Religious Zionism,,,,Israeli politics - 11/2021
itamarbengvir,09/11/2021,"מנסור עבאס שבנט שלח לייצג אותנו בירדן, אומר הערב בערוץ 12 שיהודים צריכים להתפלל רק בכותל המערבי, כי הר הבית הוא שלהם. עם כאלה נציגים מי צריך אויבים? https://t.co/drgxqxyx26",Nov-21,Religious Zionism,"media, terror_framing",,,Israeli politics - 11/2021
oritstrock,10/11/2021,"שידור חי! היום ב 13:00 הזדמנות לבחון מקרוב את יחס ממשלה, ואת הגינות שופטי בג""צ כלפי לומדי התורה, נשותיהם, וילדיהם הקטנים. הדיון על גזל הסבסוד למעונות מילדי לומדי תורה - ישודר בשידור חי. נראה אותם מסבירים למה לימוד פילוסופיה מזכה בסיבסוד, ולימוד תורה - לא. https://t.co/vpF2ZSkL2C https://t.co/oZrGulqmlq",Nov-21,Religious Zionism,"identity, judicial",Post-budget political realignment; opposition regroups,Opposition shifts to cultural/identity attacks,Israeli politics - 11/2021
itamarbengvir,10/11/2021,"כנראה שלפיד למד מבנט איך משקרים ומרמים את הציבור. מפלגה שחרטה על דגלה מאבק בשחיתות  כאשר היא נמצאת בשילטון היא פושטת את כל הערכים שלה. עליהם נאמר: בלי עתיד, בלי תקווה, בלי חלום. https://t.co/YfQE6jlLjL",Nov-21,Religious Zionism,betrayal,Post-budget political realignment; opposition regroups,Opposition shifts to cultural/identity attacks,Israeli politics - 11/2021
bezalelsm,10/11/2021,"עשרה קבין של שקר ירדו לעולם, תשעה נטלו בנט וחברי ימינה. אנחנו בעיצומו של תהליך מדיני שיצור דינמיקה של לחצים בינלאומיים קשים, ומחזיר אל השולחן את איוולת הקמת מדינת טרור בלב ליבה של ארץ ישראל. הכל בחסות וברשות של בנט. https://t.co/azn8Fwdwxv",Nov-21,Religious Zionism,"betrayal, security",Post-budget political realignment; opposition regroups,Opposition shifts to cultural/identity attacks,Israeli politics - 11/2021
bezalelsm,10/11/2021,ממשלה בשליטת תומכי טרור אנטי ציוניים שמסכנת את עתידה של המדינה היהודית. https://t.co/ASh5VdaMjg,Nov-21,Religious Zionism,"identity, terror_framing",Post-budget political realignment; opposition regroups,Opposition shifts to cultural/identity attacks,Israeli politics - 11/2021
Israel_katz,10/11/2021,"הממשלה מייקרת באופן יזום את מחירי המוצרים הבסיסיים ע״י הטלת מיסים והיטלים ונותנת את האות למגזר הפרטי לנהוג בדרך דומה בטענה שהכל מתייקר . ממשלה אליטיסטית שלא מהססת לפגוע בזוגות הצעירים , במעמד הבינוני ובתושבי הפריפריה, להם סייענו בשנה האחרונה לעבור את התקופה הקשה .",Nov-21,Likud,economy,Post-budget political realignment; opposition regroups,Opposition shifts to cultural/identity attacks,Israeli politics - 11/2021
rothmar,10/11/2021,"בית המשפט מאריך מעצר של מפגינות ימין קטינות, וכדי להסביר לנו למה מראים לנו וידאו שלהן עושות אצבע משולשת בתחנת דלק. ארגון טרור של ממש.  במקביל, ""קטין"" ערבי בן 17 וחצי שדקר יהודי בפרעות בלוד, משוחרר לחלופת מעצר על ידי בית המשפט העליון.  תתקדמו, אין מה לראות.",Nov-21,Religious Zionism,"judicial, security",Post-budget political realignment; opposition regroups,Opposition shifts to cultural/identity attacks,Israeli politics - 11/2021
rothmar,10/11/2021,"יצאתי היום לפגוש את משפחתו של אהוביה סנדק ז""ל מחוץ לכנסת.  האמירה של השר לביטחון פנים כי אהוביה אשם במוות שלו ושהמשטרה פעלה כשורה מזעזעת ומקוממת.  אני קורא למשפחה להתחזק ולהמשיך במאבק. לא נעצור עד שתהיה חקירה יסודית של האירוע.  דם יהודי אינו הפקר!  צפו&gt;&gt; https://t.co/stgox2rlyH",Nov-21,Religious Zionism,"governance, police, security",Post-budget political realignment; opposition regroups,Opposition shifts to cultural/identity attacks,Israeli politics - 11/2021
oritstrock,10/11/2021,"ההצבעה המבישה על חוק ההתיישבות הצעירה: כפי שהממשלה מפלה ורומסת את תושבי ההתיישבות הצעירה רק בגלל שהם יהודים - כך היא מפלה ורומסת את הח""כים היהודים בקואליציה לעומת שותפיהם הערבים בחוק כפר קאסם. שדולת א""י לא תרפה מהנושא. נעלה אותו כבר בשבוע הבא שוב במליאת הכנסת.  @HityashvuTzeira https://t.co/hgJCHCmqMz",Nov-21,Religious Zionism,,Post-budget political realignment; opposition regroups,Opposition shifts to cultural/identity attacks,Israeli politics - 11/2021
shitrit_keti,10/11/2021,"עוד הפרת בחירות ועוד קצת ממה שקרה היום בקואליציה הישראלית פלסטינית הראשונה:  חוק החשמל שחל על בתים לא חוקיים של בדואים -✅  הסדרת ההתיישבות הצעירה- ❌  ""פִּ֭יהֶם דִּבֶּר־שָׁ֑וְא וִ֝ימִינָ֗ם יְמִ֣ין שָֽׁקֶר""",Nov-21,Likud,"betrayal, exclusion",Post-budget political realignment; opposition regroups,Opposition shifts to cultural/identity attacks,Israeli politics - 11/2021
shlomo_karhi,10/11/2021,הצביעות של לפיד ויש עתיד.  יש ביקורת ציבורית על השחיתות - הציבור מושחת...  המסגרת הערכית שהגדירו מתנגשת עם תאוות השררה והג'ובים לחבר'ה - משנים את המצע...  הם יורים את החץ ומסמנים את המטרה סביב תאוות השלטון שלהם.  #מושחתים_נמאסתם https://t.co/FXOJkzVGPz,Nov-21,Likud,covid,Post-budget political realignment; opposition regroups,Opposition shifts to cultural/identity attacks,Israeli politics - 11/2021
